Geneid	/home/ubuntu/reprohackathon/results/BAM/SRR10379721.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379722.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379723.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379724.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379725.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379726.bam
gene-SAOUHSC_02403	1812	2331	1215	6524	6984	1194
gene-SAOUHSC_02404	5699	3842	3953	1569	1638	265
gene-SAOUHSC_02405	12154	8760	9802	7922	8985	1633
gene-SAOUHSC_02406	4534	3464	3785	3005	2722	224
gene-SAOUHSC_02407	3845	3094	3031	3224	3369	245
gene-SAOUHSC_02409	2017	2154	1009	6500	11451	1547
gene-SAOUHSC_02410	555	372	340	716	591	26
gene-SAOUHSC_02411	40	42	20	23	44	12
gene-SAOUHSC_T00037	10	11	4	1	1	2
gene-SAOUHSC_02412	0	0	0	0	0	0
gene-SAOUHSC_T00017	0	0	0	0	0	0
gene-SAOUHSC_T00058	363	276	246	123	53	80
gene-SAOUHSC_T00061	404	598	401	82	68	28
gene-SAOUHSC_T00020	35	19	16	20	2	27
gene-SAOUHSC_T00010	126	95	107	80	24	51
gene-SAOUHSC_R00015	2	2	0	2	2	6
gene-SAOUHSC_R00010	1727	1826	733	1322	1029	2329
gene-SAOUHSC_T00029	3223	787	1497	532	578	429
gene-SAOUHSC_R0005	310	167	53	356	215	798
gene-SAOUHSC_02416	22	3	18	7	4	1
gene-SAOUHSC_02417	7287	5460	6532	5191	5920	1363
gene-SAOUHSC_02418	6315	4866	5917	4383	5628	705
gene-SAOUHSC_02419	1129	677	1207	1213	1500	49
gene-SAOUHSC_02420	4182	3015	4158	1641	1627	210
gene-SAOUHSC_02422	5688	4708	4663	3868	3408	387
gene-SAOUHSC_02423	16151	14206	14411	10327	9726	2001
gene-SAOUHSC_02424	5455	4603	4386	3923	3916	195
gene-SAOUHSC_02425	13768	15171	7973	20772	23114	1974
gene-SAOUHSC_02426	15673	8477	17776	667	1530	367
gene-SAOUHSC_02427	3724	2432	2836	1003	1345	175
gene-SAOUHSC_02428	2694	1962	2044	813	1233	156
gene-SAOUHSC_02430	12390	7110	9968	3156	4222	202
gene-SAOUHSC_02432	13	14	13	4	3	0
gene-SAOUHSC_02433	1375	1043	945	2001	1807	212
gene-SAOUHSC_02434	2995	2658	2187	4749	5240	1871
gene-SAOUHSC_02435	590	366	351	301	498	35
gene-SAOUHSC_02436	4523	3171	4386	2091	2694	243
gene-SAOUHSC_02437	113	70	81	25	26	1
gene-SAOUHSC_02438	69	51	43	20	24	6
gene-SAOUHSC_02440	45	20	29	11	7	1
gene-SAOUHSC_02441	98800	100679	62008	379763	522715	81021
gene-SAOUHSC_02442	14530	15523	10396	70579	86275	70811
gene-SAOUHSC_02443	37526	46261	24950	171603	244816	33927
gene-SAOUHSC_02444	8367	11008	6486	45508	51592	12634
gene-SAOUHSC_02445	1821	1281	1196	1528	1781	653
gene-SAOUHSC_02447	6111	4638	2784	5677	5844	1637
gene-SAOUHSC_02448	1292	1082	733	2143	2863	318
gene-SAOUHSC_02449	2881	2191	1591	477	471	144
gene-SAOUHSC_02450	1363	1391	753	204	165	66
gene-SAOUHSC_02451	277	299	146	14	34	11
gene-SAOUHSC_02452	641	725	326	40	36	8
gene-SAOUHSC_02453	648	738	327	37	40	13
gene-SAOUHSC_02454	314	384	186	23	16	0
gene-SAOUHSC_02455	317	331	192	14	10	4
gene-SAOUHSC_02456	1606	1074	956	2281	2853	298
gene-SAOUHSC_02457	1733	1205	1013	1218	1290	309
gene-SAOUHSC_A02331	15	8	7	6	7	0
gene-SAOUHSC_02458	112	74	96	202	374	35
gene-SAOUHSC_02459	31	10	31	85	196	4
gene-SAOUHSC_02460	2026	1392	1153	2941	3800	459
gene-SAOUHSC_02461	428	261	227	918	1084	47
gene-SAOUHSC_02462	16	8	16	10	28	0
gene-SAOUHSC_02463	1388	921	978	809	1154	156
gene-SAOUHSC_02464	1106	872	762	1057	1618	265
gene-SAOUHSC_02465	564	494	339	882	967	99
gene-SAOUHSC_02466	5948	5913	2897	7720	6516	3000
gene-SAOUHSC_02467	1097	699	740	688	459	69
gene-SAOUHSC_02468	1754	1193	1239	1113	1046	275
gene-SAOUHSC_02469	61	27	23	23	38	5
gene-SAOUHSC_02470	123	107	78	586	903	133
gene-SAOUHSC_02471	1919	1458	1921	1350	2537	317
gene-SAOUHSC_02472	1831	1415	1606	2037	2479	239
gene-SAOUHSC_02473	0	0	0	0	0	0
gene-SAOUHSC_02474	2184	1693	1574	2053	3570	713
gene-SAOUHSC_02475	346	324	364	458	1041	50
gene-SAOUHSC_02476	227	155	173	401	638	75
gene-SAOUHSC_A02350	7	3	5	0	0	0
gene-SAOUHSC_02477	52751	48172	38560	32225	27692	15495
gene-SAOUHSC_02478	40739	44444	35546	20851	24531	2943
gene-SAOUHSC_02480	2940	2748	2192	3141	3795	499
gene-SAOUHSC_02481	1690	1534	1238	2088	2605	503
gene-SAOUHSC_02482	2399	2247	1796	3600	4403	561
gene-SAOUHSC_02483	1477	1433	964	3031	3962	959
gene-SAOUHSC_02484	34583	28640	26179	19187	16526	5709
gene-SAOUHSC_02485	115191	99148	95477	68174	78755	23722
gene-SAOUHSC_02486	35739	32740	25603	22619	18519	8648
gene-SAOUHSC_02487	36192	32566	28430	22787	38318	11238
gene-SAOUHSC_02488	16068	14237	17075	10306	31114	3137
gene-SAOUHSC_02489	22149	19013	16552	13361	15837	1797
gene-SAOUHSC_02490	77689	69068	63407	52555	59628	20267
gene-SAOUHSC_02491	121006	105013	91603	87595	123009	23096
gene-SAOUHSC_02492	37310	32811	26048	29261	26967	24020
gene-SAOUHSC_02493	23807	20612	20661	15459	31134	3079
gene-SAOUHSC_02494	56690	50050	42446	39220	52532	31911
gene-SAOUHSC_02495	42116	36042	34932	28412	57420	7137
gene-SAOUHSC_02496	45165	39750	32089	29759	28512	5494
gene-SAOUHSC_02498	44654	33244	35088	27249	46792	6922
gene-SAOUHSC_02499	23785	18206	17972	13788	24172	2455
gene-SAOUHSC_02500	55424	44804	40531	32359	52293	10693
gene-SAOUHSC_02501	43716	37358	35873	25173	47210	9939
gene-SAOUHSC_02502	48220	38790	33049	25775	33653	12145
gene-SAOUHSC_02503	30619	26239	24245	18374	28735	2287
gene-SAOUHSC_02504	16996	13435	13500	9437	15651	1728
gene-SAOUHSC_02505	46431	40334	31859	25502	32839	15560
gene-SAOUHSC_02506	70651	60303	50534	38750	51502	16623
gene-SAOUHSC_02507	28818	25884	21325	16390	35966	9921
gene-SAOUHSC_02508	44322	36795	32089	23780	42381	9670
gene-SAOUHSC_02509	106641	90578	77612	77029	98079	70366
gene-SAOUHSC_02510	21280	17254	15329	14524	22071	4431
gene-SAOUHSC_02511	50435	44289	37083	32904	43176	22394
gene-SAOUHSC_02512	60799	51182	46507	37900	53777	24903
gene-SAOUHSC_02515	676	400	431	1109	2405	61
gene-SAOUHSC_02516	40871	23916	44824	7241	6619	1160
gene-SAOUHSC_02517	6853	4896	6847	4474	5973	1424
gene-SAOUHSC_02518	18	3	37	7	20	3
gene-SAOUHSC_02519	1298	846	1116	1786	2797	175
gene-SAOUHSC_02520	3379	2618	2383	4541	6866	1842
gene-SAOUHSC_02521	7	8	14	5	8	0
gene-SAOUHSC_02522	1652	992	1407	1021	1408	76
gene-SAOUHSC_02523	225	167	145	377	278	13
gene-SAOUHSC_02524	2891	1717	2686	1793	2230	239
gene-SAOUHSC_02525	9927	7756	7942	10369	15041	3047
gene-SAOUHSC_02527	6798	4822	5421	6635	8563	1845
gene-SAOUHSC_02528	85	32	63	369	516	21
gene-SAOUHSC_02529	906	719	806	1588	2502	373
gene-SAOUHSC_02530	1703	1027	2277	136	178	3
gene-SAOUHSC_02531	5764	3032	6817	331	337	29
gene-SAOUHSC_02532	6632	3602	7083	653	751	37
gene-SAOUHSC_02533	19	5	9	2	0	0
gene-SAOUHSC_02534	204	140	138	130	128	147
gene-SAOUHSC_02535	54	36	33	42	39	1
gene-SAOUHSC_02536	4669	3258	2838	4546	5630	1178
gene-SAOUHSC_02537	1296	1014	774	1638	1561	553
gene-SAOUHSC_02538	397	324	201	346	255	149
gene-SAOUHSC_02540	1121	868	897	1040	2018	190
gene-SAOUHSC_02541	1100	807	862	852	1606	205
gene-SAOUHSC_02542	2436	1768	1771	1711	2352	824
gene-SAOUHSC_02543	2365	1941	1870	2599	3262	396
gene-SAOUHSC_02544	1022	755	663	762	922	303
gene-SAOUHSC_02545	1490	1113	897	1516	1914	363
gene-SAOUHSC_02546	1790	1212	1306	1156	1409	445
gene-SAOUHSC_02547	1750	1134	1182	1571	1795	185
gene-SAOUHSC_02549	1240	862	846	1545	2346	228
gene-SAOUHSC_02550	3075	2065	1605	2511	1324	144
gene-SAOUHSC_02551	2003	1432	1294	840	795	120
gene-SAOUHSC_02552	591	498	474	402	549	94
gene-SAOUHSC_02553	480	421	339	468	781	101
gene-SAOUHSC_02554	7307	6047	5427	5604	9762	1293
gene-SAOUHSC_02555	554	363	359	242	371	114
gene-SAOUHSC_02556	608	463	496	428	869	272
gene-SAOUHSC_02557	1741	897	1313	243	217	31
gene-SAOUHSC_02558	209	102	127	11	13	7
gene-SAOUHSC_02559	472	306	377	29	27	7
gene-SAOUHSC_02561	2858	1797	1737	399	343	174
gene-SAOUHSC_02562	1021	580	645	193	202	34
gene-SAOUHSC_02563	1342	711	938	236	297	30
gene-SAOUHSC_02564	1914	1165	1327	396	472	48
gene-SAOUHSC_02565	3194	1685	2272	560	581	50
gene-SAOUHSC_02566	34598	15525	30950	16897	18241	2459
gene-SAOUHSC_02567	1	0	0	1	0	0
gene-SAOUHSC_02568	3358	2195	2817	3054	5245	601
gene-SAOUHSC_02569	1451	943	1489	2368	3709	682
gene-SAOUHSC_02570	2649	1986	2118	7362	9608	1208
gene-SAOUHSC_02571	15212	18054	20099	2554	1874	608
gene-SAOUHSC_02572	20305	16637	13708	49365	64256	9457
gene-SAOUHSC_02573	1993	1888	1476	12766	19835	6312
gene-SAOUHSC_02574	1970	1595	1461	12120	14679	2972
gene-SAOUHSC_02575	324	231	228	1409	1166	86
gene-SAOUHSC_02576	1016	1113	1175	1214	1429	348
gene-SAOUHSC_A02445	27	21	23	29	13	5
gene-SAOUHSC_02577	5672	4413	3470	10369	14780	3208
gene-SAOUHSC_02579	4038	3006	3579	2571	2896	626
gene-SAOUHSC_02580	3907	2989	3175	4601	5598	977
gene-SAOUHSC_A02450	127	61	150	372	622	12
gene-SAOUHSC_02581	9189	6959	6472	13054	16281	2704
gene-SAOUHSC_02582	40765	35852	29546	64268	74696	19604
gene-SAOUHSC_02583	13924	11476	12005	6094	9110	2553
gene-SAOUHSC_02584	1988	2674	1280	2529	3259	391
gene-SAOUHSC_02585	3881	3010	2937	3372	6049	429
gene-SAOUHSC_02586	246	160	201	77	127	15
gene-SAOUHSC_02587	470	245	265	1177	1355	88
gene-SAOUHSC_02588	50	23	19	32	36	7
gene-SAOUHSC_02589	14712	10732	10880	7761	8644	659
gene-SAOUHSC_02590	7999	7515	7256	15729	19925	4763
gene-SAOUHSC_02591	668	382	426	1183	1761	54
gene-SAOUHSC_02592	538	410	352	950	1370	206
gene-SAOUHSC_02593	255	236	167	867	1131	62
gene-SAOUHSC_02594	700	545	435	2458	5059	482
gene-SAOUHSC_02595	230	147	150	2732	4714	230
gene-SAOUHSC_02596	240	193	204	419	505	19
gene-SAOUHSC_02597	1959	1647	1178	3456	4465	714
gene-SAOUHSC_02599	253	165	160	722	781	52
gene-SAOUHSC_02600	2031	1534	1299	3295	6020	1070
gene-SAOUHSC_02601	906	733	669	2758	3613	1120
gene-SAOUHSC_02602	102	59	61	24	31	5
gene-SAOUHSC_02603	176	94	111	663	1006	92
gene-SAOUHSC_02604	5641	4864	3578	19896	25192	13439
gene-SAOUHSC_02605	935	689	649	1674	2839	785
gene-SAOUHSC_02606	3043	2057	1964	843	1113	274
gene-SAOUHSC_02607	2527	1909	1778	514	765	291
gene-SAOUHSC_02608	366	248	189	426	537	22
gene-SAOUHSC_02609	48	33	32	38	37	2
gene-SAOUHSC_02610	5797	5809	3642	13980	16261	9425
gene-SAOUHSC_02611	2804	1784	2127	4362	5078	495
gene-SAOUHSC_02612	1214	912	681	2492	2702	491
gene-SAOUHSC_02613	766	560	415	1687	1562	150
gene-SAOUHSC_A02483	12	7	14	29	18	5
gene-SAOUHSC_02614	2442	2000	1683	3136	4676	600
gene-SAOUHSC_02615	925	819	704	1634	3028	604
gene-SAOUHSC_02616	6	4	6	13	6	0
gene-SAOUHSC_02618	1719	1109	1274	845	1103	71
gene-SAOUHSC_02619	392	275	298	197	225	7
gene-SAOUHSC_02620	4896	3372	5093	568	781	75
gene-SAOUHSC_02621	371	226	200	338	344	244
gene-SAOUHSC_02622	1127	931	963	696	517	103
gene-SAOUHSC_02623	5485	4171	4269	4720	5774	1379
gene-SAOUHSC_02624	1578	1216	1246	2062	2208	134
gene-SAOUHSC_02625	902	626	543	1392	2129	103
gene-SAOUHSC_02626	1140	885	736	2115	3477	529
gene-SAOUHSC_02627	1884	1209	1128	3341	3866	1156
gene-SAOUHSC_02628	2770	1980	2029	3081	3030	365
gene-SAOUHSC_02629	14504	22985	14229	23455	32716	6808
gene-SAOUHSC_02630	5481	8376	4833	8276	13455	1823
gene-SAOUHSC_02631	469	217	266	1089	1060	73
gene-SAOUHSC_02632	177	126	129	366	756	133
gene-SAOUHSC_02633	324	364	288	913	1346	154
gene-SAOUHSC_02634	10	9	10	5	5	2
gene-SAOUHSC_02635	5989	4060	4879	3106	4556	303
gene-SAOUHSC_A02503	47	18	19	32	29	0
gene-SAOUHSC_02636	7120	4871	5125	4966	4893	1019
gene-SAOUHSC_02637	4713	3245	4251	4159	5343	596
gene-SAOUHSC_02638	615	483	305	2042	3338	401
gene-SAOUHSC_A02505	69	65	47	29	44	64
gene-SAOUHSC_02639	17	14	14	78	94	7
gene-SAOUHSC_02640	802	513	502	175	212	21
gene-SAOUHSC_02641	461	337	345	116	98	12
gene-SAOUHSC_02643	680	506	593	668	822	127
gene-SAOUHSC_02644	3313	2326	2813	1870	1990	190
gene-SAOUHSC_02645	1346	3299	921	27472	7303	210
gene-SAOUHSC_02646	2021	4887	1234	28224	6646	562
gene-SAOUHSC_02647	7555	5392	4665	4606	5662	1846
gene-SAOUHSC_02648	11473	8242	9806	27573	31374	5648
gene-SAOUHSC_02649	4164	3323	2962	3480	3927	406
gene-SAOUHSC_02650	8168	7767	5456	22467	39401	4006
gene-SAOUHSC_02651	369	260	231	892	1278	212
gene-SAOUHSC_02652	1192	855	673	1709	2991	867
gene-SAOUHSC_02653	228	177	103	235	385	207
gene-SAOUHSC_02654	707	432	316	652	999	147
gene-SAOUHSC_02655	1	0	1	1	0	0
gene-SAOUHSC_02656	1835	1237	1279	1834	2560	837
gene-SAOUHSC_02657	42	14	20	13	16	0
gene-SAOUHSC_02658	1309	1016	951	1121	2124	180
gene-SAOUHSC_02659	18382	12715	15366	3022	4202	143
gene-SAOUHSC_02660	26004	17301	22732	4302	4721	239
gene-SAOUHSC_02661	7524	6813	4809	545	278	43
gene-SAOUHSC_02662	838	914	574	53	69	18
gene-SAOUHSC_02663	649	573	345	1675	3227	208
gene-SAOUHSC_02664	4528	3158	3906	3736	4812	287
gene-SAOUHSC_02665	6613	6054	4465	15089	15124	1849
gene-SAOUHSC_02666	868	619	628	2085	2583	153
gene-SAOUHSC_02667	19620	15469	16867	16547	23434	3941
gene-SAOUHSC_02668	289	196	184	1166	1369	50
gene-SAOUHSC_02669	5006	3554	3578	7306	9774	492
gene-SAOUHSC_02670	5030	3578	4288	3380	4337	211
gene-SAOUHSC_02671	969	805	733	1232	5596	364
gene-SAOUHSC_02672	274	172	206	148	184	12
gene-SAOUHSC_02673	85	50	56	39	55	11
gene-SAOUHSC_02674	552	349	488	285	477	30
gene-SAOUHSC_02675	2141	1407	1522	1415	2015	222
gene-SAOUHSC_02676	3797	2985	2993	3437	5155	761
gene-SAOUHSC_02677	1626	1246	1276	1954	2812	280
gene-SAOUHSC_02678	707	554	505	1123	1532	101
gene-SAOUHSC_02679	159	83	83	413	649	45
gene-SAOUHSC_02680	530	344	307	1543	2152	525
gene-SAOUHSC_02681	810	487	380	2049	2796	560
gene-SAOUHSC_02682	1327	948	883	1552	3054	581
gene-SAOUHSC_02683	169	142	124	296	616	204
gene-SAOUHSC_02684	933	743	712	1299	2493	444
gene-SAOUHSC_02685	116	86	87	85	241	44
gene-SAOUHSC_02686	529	362	334	610	1165	152
gene-SAOUHSC_02687	1162	980	818	3673	4713	465
gene-SAOUHSC_02688	9	5	13	54	142	17
gene-SAOUHSC_02689	114	89	88	468	516	37
gene-SAOUHSC_02690	21139	12811	13376	2440	4217	481
gene-SAOUHSC_02691	6662	5243	4822	1974	2140	289
gene-SAOUHSC_02692	3411	2696	2407	1013	1713	71
gene-SAOUHSC_02693	47	24	25	39	18	2
gene-SAOUHSC_02694	2407	1828	1956	2738	4376	210
gene-SAOUHSC_02695	697	605	600	1127	1232	134
gene-SAOUHSC_02696	2777	1861	2385	524	564	42
gene-SAOUHSC_02697	45232	30879	36768	9113	14843	4567
gene-SAOUHSC_02698	22550	15289	18309	5765	9247	2883
gene-SAOUHSC_02699	18425	11242	15342	4583	8490	1517
gene-SAOUHSC_02700	4761	4637	4175	6301	12381	967
gene-SAOUHSC_02701	103	72	76	110	183	3
gene-SAOUHSC_02702	4663	1815	1202	131	172	8
gene-SAOUHSC_02703	7711	5545	4503	14546	20185	2137
gene-SAOUHSC_02704	2760	1891	2302	2179	2468	237
gene-SAOUHSC_02705	14	8	18	36	73	4
gene-SAOUHSC_02706	26042	24078	16650	31427	47543	2650
gene-SAOUHSC_02707	56	44	32	26	22	3
gene-SAOUHSC_02708	5783	3798	2092	12860	21336	1044
gene-SAOUHSC_02709	12271	8352	5167	15062	21851	989
gene-SAOUHSC_02710	14351	10246	5734	11970	15652	1043
gene-SAOUHSC_02711	155	72	111	71	84	6
gene-SAOUHSC_02712	376	239	263	237	454	51
gene-SAOUHSC_02713	366	209	230	288	375	39
gene-SAOUHSC_02714	280	183	194	184	284	44
gene-SAOUHSC_02715	225	117	126	80	63	11
gene-SAOUHSC_02716	77	61	48	28	21	3
gene-SAOUHSC_A02577	2	1	4	4	3	0
gene-SAOUHSC_02717	3	2	2	0	1	1
gene-SAOUHSC_02718	749	344	463	224	414	32
gene-SAOUHSC_02719	281	170	219	139	174	38
gene-SAOUHSC_02720	0	1	1	4	1	1
gene-SAOUHSC_02721	6484	4498	3202	4549	1786	730
gene-SAOUHSC_02722	895	625	750	1025	828	90
gene-SAOUHSC_02723	19765	18363	19720	4576	4077	1748
gene-SAOUHSC_02724	40725	38141	45138	8115	9818	918
gene-SAOUHSC_02725	4077	3484	2732	11787	12999	2550
gene-SAOUHSC_02726	240	243	192	431	759	243
gene-SAOUHSC_02727	2341	1691	851	4420	5990	1567
gene-SAOUHSC_02728	718	420	416	433	926	62
gene-SAOUHSC_02729	1696	2112	1284	4759	7045	892
gene-SAOUHSC_02731	5952	3814	4857	8377	13259	802
gene-SAOUHSC_02732	1	1	4	6	6	0
gene-SAOUHSC_02733	8403	6331	4817	16351	25061	3375
gene-SAOUHSC_02734	2	2	4	7	2	0
gene-SAOUHSC_02736	3721	2413	2729	3440	3861	305
gene-SAOUHSC_02737	1986	1681	1026	1384	1668	346
gene-SAOUHSC_02738	31	12	12	1	2	0
gene-SAOUHSC_02739	941	660	544	2170	3461	1177
gene-SAOUHSC_02740	1683	1329	951	8607	9664	1321
gene-SAOUHSC_02741	2103	1316	1324	768	1010	256
gene-SAOUHSC_02742	1944	1276	1429	808	1169	178
gene-SAOUHSC_02743	703	418	470	328	568	109
gene-SAOUHSC_02744	951	620	662	643	1478	420
gene-SAOUHSC_02745	7	7	7	0	1	0
gene-SAOUHSC_02746	18	18	13	9	6	2
gene-SAOUHSC_02747	3079	1983	2337	1549	1883	105
gene-SAOUHSC_02750	6024	4256	4808	2483	3766	508
gene-SAOUHSC_02751	4432	4413	2959	15346	18439	5603
gene-SAOUHSC_02752	7196	5060	5816	2287	2459	556
gene-SAOUHSC_02753	2302	2102	1565	3524	3857	935
gene-SAOUHSC_02754	893	916	681	1509	1420	725
gene-SAOUHSC_02755	6238	4933	4730	6790	7193	3255
gene-SAOUHSC_02756	6003	3644	5859	4025	3060	192
gene-SAOUHSC_02757	7068	5024	5925	5370	6374	95
gene-SAOUHSC_02758	49	31	41	25	33	3
gene-SAOUHSC_02759	2692	1826	1872	3615	5202	295
gene-SAOUHSC_02760	1571	1049	889	1911	3052	720
gene-SAOUHSC_02761	529	350	427	792	943	103
gene-SAOUHSC_02762	4781	2998	2826	787	1117	265
gene-SAOUHSC_02763	1623	1076	1115	159	267	116
gene-SAOUHSC_02764	1097	889	659	110	224	55
gene-SAOUHSC_02765	590	543	395	74	97	18
gene-SAOUHSC_02766	2598	1446	1630	457	899	129
gene-SAOUHSC_02767	8352	5505	5324	1345	2943	284
gene-SAOUHSC_02768	2624	1863	1478	139	297	34
gene-SAOUHSC_02769	2656	1842	1391	149	356	34
gene-SAOUHSC_02770	2863	1957	1401	165	344	67
gene-SAOUHSC_02771	403	314	396	1522	1785	360
gene-SAOUHSC_02772	2697	3077	1861	7907	14051	7803
gene-SAOUHSC_02773	2536	2151	1710	9684	16527	1685
gene-SAOUHSC_02774	2788	3117	2216	11080	14235	998
gene-SAOUHSC_02775	453	278	299	500	768	73
gene-SAOUHSC_02776	112	71	75	285	502	37
gene-SAOUHSC_A02635	21	9	9	25	99	2
gene-SAOUHSC_02777	247	128	115	849	1547	182
gene-SAOUHSC_02778	458	410	251	1870	4063	735
gene-SAOUHSC_02779	877	1074	570	3459	5997	698
gene-SAOUHSC_02780	138	114	130	457	523	275
gene-SAOUHSC_02781	2524	1688	1079	8969	8292	453
gene-SAOUHSC_02782	31	24	32	13	6	0
gene-SAOUHSC_02783	400	285	313	469	759	151
gene-SAOUHSC_02784	117	70	77	109	196	26
gene-SAOUHSC_02785	134	81	92	166	210	11
gene-SAOUHSC_02786	54	33	26	72	84	4
gene-SAOUHSC_02787	325	217	228	484	839	179
gene-SAOUHSC_02788	275	167	200	466	874	84
gene-SAOUHSC_02789	227	175	151	393	533	94
gene-SAOUHSC_02790	2416	1243	1897	2007	2441	225
gene-SAOUHSC_02791	139	93	106	250	434	37
gene-SAOUHSC_02793	1377	857	869	1210	1593	205
gene-SAOUHSC_02794	223	104	97	409	711	26
gene-SAOUHSC_02795	82	62	44	130	134	11
gene-SAOUHSC_02796	13	11	23	44	65	6
gene-SAOUHSC_02797	441	264	294	462	696	59
gene-SAOUHSC_02798	4252	2846	3451	2248	3621	1550
gene-SAOUHSC_02799	17	7	20	18	7	0
gene-SAOUHSC_02800	14	12	14	22	13	0
gene-SAOUHSC_02801	1541	975	1110	1452	2017	555
gene-SAOUHSC_02802	14486	26602	16848	17078	9067	2070
gene-SAOUHSC_02803	10637	16569	11245	18146	16648	4512
gene-SAOUHSC_02804	3	8	1	13	19	0
gene-SAOUHSC_02805	4	0	2	0	0	0
gene-SAOUHSC_02806	5389	6618	4160	2027	3985	1068
gene-SAOUHSC_02808	2984	3691	2264	2192	4058	1578
gene-SAOUHSC_02809	1570	1498	1011	2694	3804	2093
gene-SAOUHSC_02810	3413	2668	2242	3298	6112	1122
gene-SAOUHSC_02811	899	731	666	1849	3580	211
gene-SAOUHSC_02812	13073	11061	8879	34477	46980	14650
gene-SAOUHSC_02813	3813	3028	3319	2426	1470	104
gene-SAOUHSC_02814	6636	5195	5493	4298	2207	183
gene-SAOUHSC_02815	9501	10398	7626	23291	24937	4788
gene-SAOUHSC_02816	939	692	608	2189	3569	115
gene-SAOUHSC_02817	1	0	0	0	0	0
gene-SAOUHSC_02818	829	464	478	553	839	97
gene-SAOUHSC_02819	164	120	130	83	183	15
gene-SAOUHSC_02820	413	218	319	950	1631	401
gene-SAOUHSC_02821	360	242	283	820	1358	136
gene-SAOUHSC_02822	3661	2962	1621	6683	9430	1246
gene-SAOUHSC_A02680	452	391	234	477	975	83
gene-SAOUHSC_02823	1210	1003	824	3310	4399	307
gene-SAOUHSC_02824	584	336	326	316	485	339
gene-SAOUHSC_02825	269	216	226	244	397	186
gene-SAOUHSC_02826	1356	943	764	795	1118	59
gene-SAOUHSC_02827	857	625	488	1792	1427	294
gene-SAOUHSC_02828	6272	4882	5533	1220	1817	394
gene-SAOUHSC_02829	2755	2280	1764	1087	815	111
gene-SAOUHSC_02830	17328	8950	15128	2007	793	84
gene-SAOUHSC_02831	774	539	596	365	391	61
gene-SAOUHSC_02832	86	22	112	34	41	2
gene-SAOUHSC_02833	460	218	421	118	153	9
gene-SAOUHSC_02834	3118	1935	2139	3920	6115	361
gene-SAOUHSC_02836	428	305	304	529	577	121
gene-SAOUHSC_02837	96	83	68	956	1945	118
gene-SAOUHSC_02838	2	1	3	2	0	0
gene-SAOUHSC_02839	5636	5209	4280	1511	2069	757
gene-SAOUHSC_02840	2528	2410	2067	640	762	104
gene-SAOUHSC_02841	4756	4374	3495	1493	1626	189
gene-SAOUHSC_02842	220	124	154	176	91	19
gene-SAOUHSC_02843	470	336	349	1773	3324	153
gene-SAOUHSC_02844	3516	3032	1583	6274	11151	2912
gene-SAOUHSC_02845	759	610	283	1271	1711	295
gene-SAOUHSC_02846	905	660	313	1767	2702	296
gene-SAOUHSC_02848	14108	7866	8989	61797	61632	13924
gene-SAOUHSC_02849	17713	24757	11724	65565	110467	27877
gene-SAOUHSC_02850	4086	6162	3002	14892	32446	13626
gene-SAOUHSC_02851	62	40	28	21	23	3
gene-SAOUHSC_02852	872	578	503	1305	1376	351
gene-SAOUHSC_02853	40768	32184	20059	58384	26829	5636
gene-SAOUHSC_02855	813	798	829	427	294	46
gene-SAOUHSC_02856	177	127	196	1610	2599	132
gene-SAOUHSC_02857	50	45	68	745	815	176
gene-SAOUHSC_02858	151	159	146	1941	2448	388
gene-SAOUHSC_02859	3282	2781	2199	3251	4421	1634
gene-SAOUHSC_02860	11061	10941	6869	18844	17306	3772
gene-SAOUHSC_02861	1553	1336	957	1970	2711	1421
gene-SAOUHSC_02862	7090	8386	4216	24642	39044	15193
gene-SAOUHSC_02863	296	200	216	56	102	2
gene-SAOUHSC_02864	1977	1382	1245	716	925	124
gene-SAOUHSC_02865	181	140	123	132	221	9
gene-SAOUHSC_02866	1843	1377	1209	2341	4017	543
gene-SAOUHSC_02867	2746	2126	2153	1749	2364	184
gene-SAOUHSC_02868	206	183	162	293	588	64
gene-SAOUHSC_02869	15504	18239	8700	22455	32667	5681
gene-SAOUHSC_02871	369	280	243	607	1135	345
gene-SAOUHSC_02872	21975	14519	19834	2172	5287	385
gene-SAOUHSC_02873	11657	9691	7576	5578	5772	912
gene-SAOUHSC_02874	1373	1135	839	924	864	54
gene-SAOUHSC_02875	1667	1378	1022	4184	7212	1163
gene-SAOUHSC_02876	1389	1341	711	4734	7578	2228
gene-SAOUHSC_02877	1823	1693	1081	4978	10146	4602
gene-SAOUHSC_02879	653	705	397	2577	4428	801
gene-SAOUHSC_02880	1091	1232	598	5218	9350	4632
gene-SAOUHSC_02881	1323	1352	722	6910	10061	5284
gene-SAOUHSC_02882	175	171	122	1494	2052	298
gene-SAOUHSC_02883	1579	2094	2022	807	1075	618
gene-SAOUHSC_02885	36927	25300	38792	9320	11370	1548
gene-SAOUHSC_02886	101	89	195	40	73	7
gene-SAOUHSC_02887	26877	32533	48408	12027	8198	4391
gene-SAOUHSC_02888	509	465	340	10821	12081	2481
gene-SAOUHSC_02889	7	3	2	9	18	2
